Age,Gender,Education Level,Job Title,Years of Experience,Salary
27,Female,Bachelor's,Data Analyst,5,125000
30,Male,Master's,Software Engineer,6,170000
32,Female,Bachelor's,Data Scientist,9,185000
29,Male,Bachelor's,Data Analyst,7,130000
35,Female,Bachelor's,Product Manager,12,190000
27,Male,Bachelor's,Software Engineer,5,150000
28,Female,Master's,Data Scientist,6,150000
37,Male,PhD,Product Manager,14,195000
26,Male,Bachelor's,Data Analyst,3,110000
30,Female,Bachelor's,Software Engineer,8,180000
31,Male,Master's,Data Scientist,9,185000
29,Female,Bachelor's,Data Analyst,7,130000
32,Male,Bachelor's,Software Engineer,10,190000
28,Female,Master's,Data Scientist,6,155000
34,Male,Bachelor's,Software Engineer,12,195000
25,Female,Bachelor's,Data Analyst,2,90000
30,Male,Bachelor's,Product Manager,8,185000
28,Male,Bachelor's Degree,Senior Software Engineer,7,175000
44,Male,PhD,Software Engineer Manager,18,190000
33,Female,Master's Degree,Back end Developer,5,110000
50,Male,PhD,Senior Project Engineer,16,195000
27,Female,Master's Degree,Full Stack Engineer,3,100000
25,Male,Bachelor's Degree,Front end Developer,1,60000
35,Male,Master's Degree,Senior Software Engineer,8,155000
47,Female,PhD,Full Stack Engineer,12,175000
46,Female,Master's Degree,Senior Project Engineer,13,180000
32,Male,Bachelor's Degree,Back end Developer,4,95000
61,Male,PhD,Software Engineer Manager,20,200000
41,Male,Master's Degree,Senior Software Engineer,11,165000
37,Male,Master's Degree,Senior Project Engineer,9,145000
53,Male,PhD,Software Engineer Manager,19,195000
30,Female,Bachelor's Degree,Front end Developer,2,75000
26,Female,Master's Degree,Back end Developer,3,90000
37,Female,Master's Degree,Senior Software Engineer,9,155000
32,Male,Bachelor's Degree,Full Stack Engineer,5,115000
44,Female,Master's Degree,Senior Software Engineer,12,170000
50,Female,PhD,Software Engineer Manager,16,190000
27,Male,Bachelor's Degree,Senior Project Engineer,4,115000
42,Male,PhD,Full Stack Engineer,14,180000
57,Male,PhD,Software Engineer Manager,18,195000
35,Male,Master's Degree,Senior Software Engineer,7,140000
62,Male,PhD,Software Engineer Manager,19,200000
26,Female,Master's Degree,Back end Developer,2,70000
42,Female,Master's Degree,Senior Project Engineer,11,170000
41,Female,PhD,Software Engineer Manager,14,185000
36,Female,Master's Degree,Full Stack Engineer,8,140000
49,Male,PhD,Software Engineer Manager,15,185000
49,Male,PhD,Senior Project Engineer,15,185000
47,Male,PhD,Software Engineer Manager,15,180000
47,Male,PhD,Senior Software Engineer,14,175000
26,Male,Bachelor's Degree,Front end Developer,2,70000
24,Female,Bachelor's Degree,Back end Developer,1,60000
62,Male,PhD,Software Engineer Manager,20,200000
42,Male,PhD,Senior Software Engineer,14,170000
41,Female,Master's Degree,Senior Project Engineer,11,165000
23,Male,Bachelor's Degree,Full Stack Engineer,1,55000
55,Male,PhD,Software Engineer Manager,17,190000
26,Female,Master's Degree,Back end Developer,3,90000
33,Female,Bachelor's Degree,Front end Developer,5,105000
31,Male,Master's Degree,Full Stack Engineer,6,130000
50,Female,PhD,Software Engineer Manager,16,185000
24,Female,Master's Degree,Back end Developer,1,60000
56,Male,PhD,Software Engineer Manager,17,195000
24,Male,Bachelor's Degree,Front end Developer,1,60000
37,Male,Master's Degree,Senior Software Engineer,8,150000
43,Female,PhD,Senior Project Engineer,13,180000
44,Female,Master's Degree,Senior Software Engineer,12,170000
34,Male,Master's Degree,Back end Developer,6,125000
45,Male,PhD,Software Engineer Manager,15,185000
29,Male,Bachelor's Degree,Full Stack Engineer,3,90000
29,Male,Bachelor's Degree,Front end Developer,3,80000
29,Female,Bachelor's Degree,Back end Developer,3,85000
48,Male,PhD,Senior Project Engineer,16,190000
43,Female,Master's Degree,Software Engineer Manager,11,160000
62,Male,PhD,Software Engineer Manager,19,200000
54,Male,PhD,Software Engineer Manager,17,195000
60,Male,PhD,Software Engineer Manager,18,195000
54,Female,PhD,Software Engineer Manager,14,190000
27,Female,Master's Degree,Full Stack Engineer,3,95000
23,Male,Bachelor's Degree,Back end Developer,1,55000
45,Male,PhD,Senior Software Engineer,13,185000
32,Female,Master's Degree,Full Stack Engineer,5,120000
57,Male,PhD,Software Engineer Manager,16,195000
47,Male,PhD,Software Engineer Manager,14,175000
25,Female,Master's Degree,Back end Developer,2,75000
58,Male,PhD,Software Engineer Manager,17,200000
41,Female,Master's Degree,Senior Software Engineer,12,160000
41,Male,PhD,Software Engineer Manager,12,175000
26,Male,Bachelor's Degree,Front end Developer,2,70000
47,Male,PhD,Senior Software Engineer,15,180000
24,Female,Bachelor's Degree,Back end Developer,1,60000
48,Male,PhD,Senior Project Engineer,16,190000
32,Male,Bachelor's Degree,Full Stack Engineer,5,120000
61,Male,PhD,Software Engineer Manager,20,200000
45,Male,PhD,Senior Project Engineer,14,185000
50,Female,PhD,Software Engineer Manager,16,190000
53,Male,PhD,Software Engineer Manager,18,195000
47,Female,PhD,Senior Software Engineer,14,170000
23,Male,Bachelor's Degree,Front end Developer,1,55000
33,Male,Master's Degree,Back end Developer,6,130000
42,Male,PhD,Software Engineer Manager,14,180000
45,Male,PhD,Senior Project Engineer,14,185000
23,Male,Bachelor's Degree,Front end Developer,1,55000
37,Male,Master's Degree,Senior Software Engineer,9,145000
44,Female,Master's Degree,Senior Project Engineer,12,170000
54,Male,PhD,Software Engineer Manager,17,195000
38,Female,Master's Degree,Back end Developer,10,155000
34,Male,Master's Degree,Full Stack Engineer,6,125000
46,Female,PhD,Software Engineer Manager,14,180000
30,Male,Bachelor's Degree,Back end Developer,4,95000
44,Female,Master's Degree,Senior Software Engineer,11,170000
27,Female,Master's Degree,Full Stack Engineer,3,100000
42,Male,PhD,Senior Project Engineer,14,175000
27,Male,Bachelor's Degree,Front end Developer,3,80000
54,Male,PhD,Software Engineer Manager,18,195000
38,Male,Master's Degree,Senior Software Engineer,10,155000
31,Male,Master's Degree,Senior Project Engineer,6,125000
28,Female,Master's Degree,Full Stack Engineer,4,110000
30,Female,Master's Degree,Back end Developer,6,130000
54,Male,PhD,Software Engineer Manager,16,190000
62,Male,PhD,Software Engineer Manager,20,200000
62,Male,PhD,Software Engineer Manager,19,200000
37,Male,Master's Degree,Senior Software Engineer,9,150000
31,Male,Master's Degree,Senior Software Engineer,7,140000
58,Female,PhD,Software Engineer Manager,17,195000
56,Male,PhD,Software Engineer Manager,17,195000
23,Female,Bachelor's Degree,Back end Developer,1,55000
49,Male,PhD,Software Engineer Manager,15,185000
32,Female,Master's Degree,Full Stack Engineer,5,120000
52,Female,PhD,Software Engineer Manager,16,190000
32,Female,Master's Degree,Full Stack Engineer,6,130000
50,Female,PhD,Software Engineer Manager,16,190000
32,Male,Master's Degree,Back end Developer,6,130000
34,Male,Master's Degree,Full Stack Engineer,7,140000
28,Male,Bachelor's Degree,Front end Developer,2,70000
44,Male,Master's Degree,Senior Project Engineer,11,170000
55,Male,PhD,Software Engineer Manager,17,190000
27,Male,Bachelor's Degree,Front end Developer,3,80000
46,Male,PhD,Software Engineer Manager,14,180000
27,Female,Master's Degree,Back end Developer,2,70000
45,Male,PhD,Senior Project Engineer,14,185000
23,Female,Bachelor's Degree,Front end Developer,1,55000
36,Female,Master's Degree,Full Stack Engineer,8,140000
47,Female,PhD,Senior Software Engineer,14,170000
33,Male,Master's Degree,Back end Developer,6,130000
43,Male,PhD,Software Engineer Manager,13,180000
30,Male,Bachelor's Degree,Back end Developer,4,95000
28,Female,Bachelor's Degree,Front end Developer,2,70000
43,Male,Master's Degree,Senior Project Engineer,12,165000
43,Male,PhD,Senior Project Engineer,13,185000
36,Male,Master's Degree,Senior Software Engineer,7,140000
24,Male,Bachelor's Degree,Front end Developer,1,60000
28,Female,Bachelor's Degree,Front end Developer,3,80000
37,Male,Master's Degree,Senior Software Engineer,9,150000
41,Female,PhD,Software Engineer Manager,14,185000
26,Male,Bachelor's Degree,Front end Developer,2,70000
28,Female,Master's Degree,Back end Developer,3,90000
43,Male,PhD,Senior Software Engineer,12,170000
42,Male,PhD,Senior Software Engineer,14,170000
48,Male,PhD,Senior Project Engineer,16,190000
27,Female,Master's Degree,Back end Developer,2,70000
49,Male,PhD,Software Engineer Manager,15,185000
44,Male,PhD,Senior Project Engineer,12,170000
27,Female,Master's Degree,Full Stack Engineer,3,100000
37,Male,Master's Degree,Senior Software Engineer,10,155000
44,Female,Master's Degree,Senior Project Engineer,12,170000
56,Male,PhD,Software Engineer Manager,18,195000
49,Male,PhD,Software Engineer Manager,15,185000
27,Male,Bachelor's Degree,Front end Developer,2,70000
48,Male,PhD,Senior Project Engineer,16,190000
31,Male,Master's Degree,Full Stack Engineer,7,140000
25,Male,Bachelor's Degree,Front end Developer,1,60000
50,Male,PhD,Software Engineer Manager,16,190000
46,Male,PhD,Software Engineer Manager,14,180000
33,Male,Master's Degree,Full Stack Engineer,6,130000
42,Male,PhD,Senior Software Engineer,14,170000
41,Male,PhD,Senior Project Engineer,12,165000
43,Male,PhD,Senior Project Engineer,13,185000
32,Male,Master's Degree,Back end Developer,6,130000
24,Male,Bachelor's Degree,Front end Developer,1,60000
44,Female,Master's Degree,Senior Software Engineer,11,170000
36,Male,Master's Degree,Senior Software Engineer,7,140000
28,Female,Master's Degree,Full Stack Engineer,4,110000
28,Male,Bachelor's Degree,Front end Developer,2,70000
37,Male,Master's Degree,Senior Software Engineer,9,145000
54,Male,PhD,Software Engineer Manager,16,190000
58,Male,PhD,Software Engineer Manager,17,200000
27,Male,Bachelor's Degree,Front end Developer,3,80000
30,Male,Bachelor's Degree,Back end Developer,4,95000
27,Female,Master's Degree,Full Stack Engineer,3,100000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
38,Male,Master's Degree,Senior Software Engineer,10,155000
54,Male,PhD,Software Engineer Manager,18,195000
31,Male,Master's Degree,Senior Project Engineer,6,125000
56,Male,PhD,Software Engineer Manager,17,195000
31,Male,Master's Degree,Senior Software Engineer,7,140000
42,Male,PhD,Senior Software Engineer,14,170000
44,Male,Master's Degree,Senior Project Engineer,11,170000
37,Male,Master's Degree,Senior Software Engineer,9,150000
24,Female,Bachelor's Degree,Back end Developer,1,60000
27,Male,Bachelor's Degree,Front end Developer,2,70000
42,Male,PhD,Senior Software Engineer,14,170000
24,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,3,80000
43,Male,PhD,Senior Project Engineer,13,185000
31,Male,Master's Degree,Full Stack Engineer,7,140000
43,Male,PhD,Software Engineer Manager,13,180000
27,Female,Master's Degree,Back end Developer,2,70000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
30,Female,Master's Degree,Back end Developer,6,130000
28,Female,Master's Degree,Full Stack Engineer,4,110000
46,Male,PhD,Software Engineer Manager,14,180000
37,Male,Master's Degree,Senior Software Engineer,9,145000
42,Male,PhD,Senior Software Engineer,14,170000
43,Male,PhD,Senior Project Engineer,12,165000
31,Male,Master's Degree,Senior Software Engineer,7,140000
56,Male,PhD,Software Engineer Manager,17,195000
37,Male,Master's Degree,Senior Software Engineer,10,155000
54,Male,PhD,Software Engineer Manager,16,190000
58,Male,PhD,Software Engineer Manager,17,195000
33,Male,Master's Degree,Back end Developer,6,130000
29,Female,Bachelor's Degree,Front end Developer,3,85000
52,Male,PhD,Software Engineer Manager,18,200000
36,Male,Master's Degree,Full Stack Engineer,8,140000
26,Male,Bachelor's Degree,Back end Developer,2,65000
47,Male,PhD,Senior Project Engineer,16,190000
32,Male,Master's Degree,Full Stack Engineer,6,120000
29,Male,Bachelor's Degree,Front end Developer,3,80000
28,Female,Master's Degree,Back end Developer,3,90000
54,Male,PhD,Software Engineer Manager,16,190000
57,Male,PhD,Software Engineer Manager,18,200000
51,Male,PhD,Software Engineer Manager,16,190000
28,Female,Master's Degree,Full Stack Engineer,4,110000
46,Male,PhD,Software Engineer Manager,14,180000
27,Female,Master's Degree,Back end Developer,2,65000
45,Male,PhD,Senior Project Engineer,14,185000
23,Female,Bachelor's Degree,Front end Developer,1,55000
36,Male,Master's Degree,Full Stack Engineer,7,130000
48,Male,PhD,Senior Project Engineer,16,190000
33,Female,Master's Degree,Full Stack Engineer,5,120000
38,Female,Master's Degree,Back end Developer,10,155000
51,Male,PhD,Software Engineer Manager,16,190000
27,Female,Master's Degree,Full Stack Engineer,3,100000
37,Male,Master's Degree,Senior Software Engineer,9,150000
44,Female,Master's Degree,Senior Project Engineer,12,170000
27,Male,Bachelor's Degree,Front end Developer,3,80000
38,Male,Master's Degree,Senior Software Engineer,10,155000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
27,Male,Bachelor's Degree,Front end Developer,2,70000
48,Male,PhD,Senior Project Engineer,16,190000
31,Male,Master's Degree,Full Stack Engineer,7,140000
25,Male,Bachelor's Degree,Front end Developer,1,55000
50,Male,PhD,Software Engineer Manager,16,190000
46,Male,PhD,Software Engineer Manager,14,180000
33,Male,Master's Degree,Full Stack Engineer,6,130000
42,Male,PhD,Senior Software Engineer,14,170000
41,Male,PhD,Senior Project Engineer,12,165000
43,Male,PhD,Senior Project Engineer,13,185000
32,Male,Master's Degree,Back end Developer,6,130000
24,Male,Bachelor's Degree,Front end Developer,1,60000
44,Female,Master's Degree,Senior Software Engineer,11,170000
36,Male,Master's Degree,Senior Software Engineer,7,140000
28,Female,Master's Degree,Full Stack Engineer,4,110000
28,Male,Bachelor's Degree,Front end Developer,2,70000
37,Male,Master's Degree,Senior Software Engineer,9,145000
54,Male,PhD,Software Engineer Manager,16,190000
58,Male,PhD,Software Engineer Manager,17,200000
27,Male,Bachelor's Degree,Front end Developer,3,80000
30,Male,Bachelor's Degree,Back end Developer,4,95000
27,Female,Master's Degree,Full Stack Engineer,3,100000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
38,Male,Master's Degree,Senior Software Engineer,10,155000
54,Male,PhD,Software Engineer Manager,18,195000
31,Male,Master's Degree,Senior Project Engineer,6,125000
56,Male,PhD,Software Engineer Manager,17,195000
31,Male,Master's Degree,Senior Software Engineer,7,140000
42,Male,PhD,Senior Software Engineer,14,170000
44,Male,Master's Degree,Senior Project Engineer,11,170000
37,Male,Master's Degree,Senior Software Engineer,9,150000
24,Female,Bachelor's Degree,Back end Developer,1,60000
27,Male,Bachelor's Degree,Front end Developer,2,70000
42,Male,PhD,Senior Software Engineer,14,170000
24,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,3,80000
43,Male,PhD,Senior Project Engineer,13,185000
31,Male,Master's Degree,Full Stack Engineer,7,140000
43,Male,PhD,Software Engineer Manager,13,180000
27,Female,Master's Degree,Back end Developer,2,70000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
31,Male,Master's Degree,Senior Project Engineer,6,125000
40,Male,PhD,Senior Software Engineer,12,160000
36,Male,Master's Degree,Senior Software Engineer,8,140000
54,Male,PhD,Software Engineer Manager,17,195000
27,Male,Bachelor's Degree,Front end Developer,2,70000
28,Male,Bachelor's Degree,Front end Developer,2,70000
44,Male,Master's Degree,Senior Project Engineer,11,170000
43,Male,PhD,Senior Project Engineer,13,185000
54,Male,PhD,Software Engineer Manager,17,195000
32,Male,Master's Degree,Back end Developer,6,130000
38,Male,Master's Degree,Senior Software Engineer,10,155000
49,Male,PhD,Software Engineer Manager,15,185000
27,Male,Bachelor's Degree,Front end Developer,3,80000
54,Male,PhD,Software Engineer Manager,17,195000
31,Male,Master's Degree,Senior Project Engineer,7,135000
24,Male,Bachelor's Degree,Back end Developer,1,55000
48,Male,PhD,Senior Project Engineer,16,190000
27,Female,Master's Degree,Back end Developer,2,70000
43,Male,PhD,Senior Project Engineer,13,185000
44,Male,Master's Degree,Senior Project Engineer,11,170000
37,Male,Master's Degree,Senior Software Engineer,9,150000
56,Male,PhD,Software Engineer Manager,17,195000
28,Male,Bachelor's Degree,Front end Developer,2,70000
54,Male,PhD,Software Engineer Manager,17,195000
31,Male,Master's Degree,Senior Project Engineer,6,125000
49,Male,PhD,Software Engineer Manager,15,185000
27,Female,Master's Degree,Back end Developer,2,70000
38,Male,Master's Degree,Senior Software Engineer,10,155000
27,Male,Bachelor's Degree,Front end Developer,3,80000
43,Male,PhD,Senior Project Engineer,13,185000
48,Male,PhD,Senior Project Engineer,16,190000
44,Male,Master's Degree,Senior Project Engineer,11,170000
54,Male,PhD,Software Engineer Manager,17,195000
37,Male,Master's Degree,Senior Software Engineer,9,150000
28,Male,Bachelor's Degree,Front end Developer,2,70000
27,Female,Master's Degree,Back end Developer,2,70000
49,Male,PhD,Software Engineer Manager,15,185000
31,Male,Master's Degree,Senior Project Engineer,7,135000
27,Male,Bachelor's Degree,Front end Developer,3,80000
54,Male,PhD,Software Engineer Manager,17,195000
38,Male,Master's Degree,Senior Software Engineer,10,155000
44,Male,Master's Degree,Senior Project Engineer,11,170000
43,Male,PhD,Senior Project Engineer,13,185000
27,Male,Bachelor's Degree,Front end Developer,2,70000
48,Male,PhD,Senior Project Engineer,16,190000
31,Male,Master's Degree,Senior Project Engineer,6,125000
54,Male,PhD,Software Engineer Manager,17,195000
37,Male,Master's Degree,Senior Software Engineer,9,150000
28,Male,Bachelor's Degree,Front end Developer,2,70000
27,Female,Master's Degree,Back end Developer,2,70000
34,Male,Bachelor's Degree,Front end Developer,5,95000
43,Female,Master's Degree,Senior Software Engineer,12,170000
27,Male,Bachelor's Degree,Back end Developer,2,75000
56,Female,PhD,Software Engineer Manager,18,210000
32,Male,Master's Degree,Full Stack Engineer,7,135000
40,Male,PhD,Senior Software Engineer,12,160000
23,Male,Bachelor's Degree,Front end Developer,1,55000
46,Male,PhD,Senior Project Engineer,16,190000
41,Female,PhD,Senior Project Engineer,11,165000
28,Female,Bachelor's Degree,Front end Developer,3,80000
34,Male,Bachelor's Degree,Back end Developer,6,120000
49,Male,PhD,Software Engineer Manager,15,185000
43,Male,PhD,Senior Project Engineer,13,185000
54,Male,PhD,Software Engineer Manager,16,190000
36,Male,Master's Degree,Senior Software Engineer,8,140000
33,Male,Master's Degree,Full Stack Engineer,6,130000
27,Female,Master's Degree,Back end Developer,2,70000
44,Male,Master's Degree,Senior Project Engineer,11,170000
31,Male,Master's Degree,Senior Project Engineer,6,125000
38,Male,Master's Degree,Senior Software Engineer,10,155000
27,Male,Bachelor's Degree,Front end Developer,2,70000
54,Male,PhD,Software Engineer Manager,17,195000
31,Male,Master's Degree,Senior Software Engineer,7,140000
32,Male,Master's Degree,Back end Developer,6,130000
38,Female,Master's Degree,Back end Developer,10,155000
51,Male,PhD,Software Engineer Manager,16,190000
28,Male,Bachelor's Degree,Front end Developer,2,70000
27,Male,Bachelor's Degree,Front end Developer,3,80000
43,Male,PhD,Senior Project Engineer,13,185000
27,Female,Master's Degree,Full Stack Engineer,3,100000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
31,Male,Master's Degree,Senior Project Engineer,7,135000
40,Female,PhD,Senior Software Engineer,12,160000
24,Male,Bachelor's Degree,Front end Developer,1,55000
27,Male,Bachelor's Degree,Front end Developer,3,80000
42,Male,PhD,Senior Software Engineer,14,170000
24,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,3,80000
43,Male,PhD,Senior Project Engineer,13,185000
31,Male,Master's Degree,Full Stack Engineer,7,140000
43,Male,PhD,Software Engineer Manager,13,180000
27,Female,Master's Degree,Back end Developer,2,70000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
31,Male,Master's Degree,Senior Project Engineer,6,125000
40,Male,PhD,Senior Software Engineer,12,160000
36,Male,Master's Degree,Senior Software Engineer,8,140000
54,Male,PhD,Software Engineer Manager,17,195000
27,Male,Bachelor's Degree,Front end Developer,2,70000
28,Male,Bachelor's Degree,Front end Developer,2,70000
44,Male,Master's Degree,Senior Project Engineer,11,170000
43,Male,PhD,Senior Project Engineer,13,185000
54,Male,PhD,Software Engineer Manager,17,195000
32,Male,Master's Degree,Back end Developer,6,130000
38,Male,Master's Degree,Senior Software Engineer,10,155000
49,Male,PhD,Software Engineer Manager,15,185000
27,Male,Bachelor's Degree,Front end Developer,3,80000
54,Male,PhD,Software Engineer Manager,17,195000
31,Male,Master's Degree,Senior Project Engineer,7,135000
24,Male,Bachelor's Degree,Back end Developer,1,55000
48,Male,PhD,Senior Project Engineer,16,190000
27,Female,Master's Degree,Back end Developer,2,70000
43,Male,PhD,Senior Project Engineer,13,185000
44,Male,Master's Degree,Senior Project Engineer,11,170000
37,Male,Master's Degree,Senior Software Engineer,9,150000
56,Male,PhD,Software Engineer Manager,17,195000
28,Male,Bachelor's Degree,Front end Developer,2,70000
54,Male,PhD,Software Engineer Manager,17,195000
31,Male,Master's Degree,Senior Project Engineer,6,125000
49,Male,PhD,Software Engineer Manager,15,185000
54,Male,PhD,Software Engineer Manager,17,195000
27,Male,Bachelor's Degree,Front end Developer,3,80000
42,Male,PhD,Senior Software Engineer,14,170000
38,Male,Master's Degree,Senior Software Engineer,10,155000
43,Male,PhD,Senior Project Engineer,13,185000
27,Male,Bachelor's Degree,Front end Developer,2,70000
31,Male,Master's Degree,Full Stack Engineer,7,140000
54,Male,PhD,Software Engineer Manager,17,195000
36,Male,Master's Degree,Senior Software Engineer,8,140000
27,Female,Master's Degree,Back end Developer,2,70000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
31,Male,Master's Degree,Senior Project Engineer,7,135000
40,Female,PhD,Senior Software Engineer,12,160000
24,Male,Bachelor's Degree,Front end Developer,1,55000
27,Male,Bachelor's Degree,Front end Developer,3,80000
43,Male,PhD,Senior Project Engineer,13,185000
27,Female,Master's Degree,Full Stack Engineer,3,100000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
31,Male,Master's Degree,Senior Project Engineer,6,125000
40,Male,PhD,Senior Software Engineer,12,160000
36,Male,Master's Degree,Senior Software Engineer,8,140000
54,Male,PhD,Software Engineer Manager,17,195000
27,Male,Bachelor's Degree,Front end Developer,2,70000
28,Male,Bachelor's Degree,Front end Developer,2,70000
44,Male,Master's Degree,Senior Project Engineer,11,170000
43,Male,PhD,Senior Project Engineer,13,185000
54,Male,PhD,Software Engineer Manager,17,195000
32,Male,Master's Degree,Back end Developer,6,130000
38,Male,Master's Degree,Senior Software Engineer,10,155000
49,Male,PhD,Software Engineer Manager,15,185000
27,Male,Bachelor's Degree,Front end Developer,3,80000
54,Male,PhD,Software Engineer Manager,17,195000
31,Male,Master's Degree,Senior Project Engineer,7,135000
24,Male,Bachelor's Degree,Back end Developer,1,55000
48,Male,PhD,Senior Project Engineer,16,190000
27,Female,Master's Degree,Back end Developer,2,70000
43,Male,PhD,Senior Project Engineer,13,185000
44,Male,Master's Degree,Senior Project Engineer,11,170000
37,Male,Master's Degree,Senior Software Engineer,9,150000
56,Male,PhD,Software Engineer Manager,17,195000
28,Male,Bachelor's Degree,Front end Developer,2,70000
54,Male,PhD,Software Engineer Manager,17,195000
31,Male,Master's Degree,Senior Project Engineer,6,125000
49,Male,PhD,Software Engineer Manager,15,185000
54,Male,PhD,Software Engineer Manager,17,195000
27,Male,Bachelor's Degree,Front end Developer,3,80000
42,Male,PhD,Senior Software Engineer,14,170000
38,Male,Master's Degree,Senior Software Engineer,10,155000
36,Male,Bachelor's Degree,Front end Developer,7,120000
29,Female,Master's Degree,Back end Developer,3,90000
41,Female,PhD,Software Engineer Manager,14,180000
33,Male,Bachelor's Degree,Full Stack Engineer,7,130000
42,Male,PhD,Senior Software Engineer,12,170000
28,Male,Bachelor's Degree,Back end Developer,2,70000
55,Male,PhD,Software Engineer Manager,18,210000
26,Female,Master's Degree,Front end Developer,1,55000
47,Male,PhD,Senior Project Engineer,16,190000
44,Female,PhD,Software Engineer Manager,11,165000
30,Male,Master's Degree,Full Stack Engineer,5,105000
39,Female,Master's Degree,Senior Software Engineer,11,160000
32,Male,Bachelor's Degree,Front end Developer,6,110000
50,Male,PhD,Software Engineer Manager,17,195000
27,Male,Bachelor's Degree,Back end Developer,3,85000
46,Male,PhD,Senior Project Engineer,14,180000
25,Female,Bachelor's Degree,Front end Developer,1,55000
43,Male,PhD,Senior Project Engineer,13,185000
35,Male,Bachelor's Degree,Back end Developer,8,140000
29,Female,Master's Degree,Back end Developer,3,90000
40,Female,PhD,Senior Software Engineer,12,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8,145000
41,Male,PhD,Senior Project Engineer,13,185000
30,Male,Master's Degree,Full Stack Engineer,5,105000
33,Male,Bachelor's Degree,Front end Developer,6,110000
55,Male,PhD,Software Engineer Manager,18,210000
26,Female,Master's Degree,Front end Developer,1,55000
47,Male,PhD,Senior Project Engineer,16,190000
44,Female,PhD,Software Engineer Manager,11,165000
30,Male,Master's Degree,Full Stack Engineer,5,105000
39,Female,Master's Degree,Senior Software Engineer,11,160000
32,Male,Bachelor's Degree,Front end Developer,6,110000
50,Male,PhD,Software Engineer Manager,17,195000
27,Male,Bachelor's Degree,Back end Developer,3,85000
46,Male,PhD,Senior Project Engineer,14,180000
25,Female,Bachelor's Degree,Front end Developer,1,55000
43,Male,PhD,Senior Project Engineer,13,185000
35,Male,Bachelor's Degree,Back end Developer,8,140000
29,Female,Master's Degree,Back end Developer,3,90000
40,Female,PhD,Senior Software Engineer,12,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8,145000
41,Male,PhD,Senior Project Engineer,13,185000
30,Male,Master's Degree,Full Stack Engineer,5,105000
33,Male,Bachelor's Degree,Front end Developer,6,110000
55,Male,PhD,Software Engineer Manager,18,210000
26,Female,Master's Degree,Front end Developer,1,55000
